Title,Year,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Genre
Dog,2022,"$61,778,069",20.0,6.362,"FilmNation Entertainment,Free Association,Metro-Goldwyn-Mayer",84.774243,101,65.0,77.0,61.0,Comedy
Dog,2022,"$61,778,069",20.0,6.362,"FilmNation Entertainment,Free Association,Metro-Goldwyn-Mayer",84.774243,101,65.0,77.0,61.0, Drama
Gunpowder Milkshake,2021,,30.0,4.9609,"Studio Babelsberg,Canal+,Ciné+,The Picture Company,STXfilms,StudioCanal",1.01576,114,61.0,60.0,47.0,Action
Gunpowder Milkshake,2021,,30.0,4.9609,"Studio Babelsberg,Canal+,Ciné+,The Picture Company,STXfilms,StudioCanal",1.01576,114,61.0,60.0,47.0, Crime
Gunpowder Milkshake,2021,,30.0,4.9609,"Studio Babelsberg,Canal+,Ciné+,The Picture Company,STXfilms,StudioCanal",1.01576,114,61.0,60.0,47.0, Thriller
The Man in the White Van,2023,"$515,012",0.5,2.7037,"Garrison Film Productions,Legion M,XYZ Films",0.529879,105,55.0,56.0,,Thriller
Old Henry,2021,"$42,068",1.5,3.1791,"Shout! Studios,Hideout Pictures,Blue Swan Entertainment,VMI Worldwide",0.077463,99,73.0,94.0,69.0,Action
Old Henry,2021,"$42,068",1.5,3.1791,"Shout! Studios,Hideout Pictures,Blue Swan Entertainment,VMI Worldwide",0.077463,99,73.0,94.0,69.0, Drama
Old Henry,2021,"$42,068",1.5,3.1791,"Shout! Studios,Hideout Pictures,Blue Swan Entertainment,VMI Worldwide",0.077463,99,73.0,94.0,69.0, Western
Women Talking,2022,"$5,456,531",20.0,6.1537,"Plan B Entertainment,Hear/Say Productions,Orion Pictures",7.589419,104,69.0,90.0,77.0,Drama
She Said,2022,"$5,825,995",32.0,6.3421,"Plan B Entertainment,Annapurna Pictures,Universal Pictures",13.9,129,73.0,88.0,74.0,Drama
She Said,2022,"$5,825,995",32.0,6.3421,"Plan B Entertainment,Annapurna Pictures,Universal Pictures",13.9,129,73.0,88.0,74.0, History
Father Stu,2022,"$21,090,677",4.0,6.4284,"Municipal Pictures,Palm Drive Productions",21.591034,124,65.0,42.0,40.0,Biography
Father Stu,2022,"$21,090,677",4.0,6.4284,"Municipal Pictures,Palm Drive Productions",21.591034,124,65.0,42.0,40.0, Drama
Hitpig,2024,"$2,324,019",45.0,4.3841,"Cinesite Animation,Aniventure,Rosebud Enterprises (GB),GFM Animation",2.345398,85,51.0,50.0,,Animation
Hitpig,2024,"$2,324,019",45.0,4.3841,"Cinesite Animation,Aniventure,Rosebud Enterprises (GB),GFM Animation",2.345398,85,51.0,50.0,, Action
Hitpig,2024,"$2,324,019",45.0,4.3841,"Cinesite Animation,Aniventure,Rosebud Enterprises (GB),GFM Animation",2.345398,85,51.0,50.0,, Adventure
White Noise,2022,,100.0,5.5738,"Heyday Films,NB/GG Pictures,A24",0.071476,136,57.0,64.0,66.0,Comedy
White Noise,2022,,100.0,5.5738,"Heyday Films,NB/GG Pictures,A24",0.071476,136,57.0,64.0,66.0, Drama
White Noise,2022,,100.0,5.5738,"Heyday Films,NB/GG Pictures,A24",0.071476,136,57.0,64.0,66.0, Horror
Belfast,2021,"$9,250,870",11.0,4.4698,"TKBC,Northern Ireland Screen",49.158343,98,72.0,86.0,75.0,Biography
Belfast,2021,"$9,250,870",11.0,4.4698,"TKBC,Northern Ireland Screen",49.158343,98,72.0,86.0,75.0, Drama
Belfast,2021,"$9,250,870",11.0,4.4698,"TKBC,Northern Ireland Screen",49.158343,98,72.0,86.0,75.0, Romance
Spencer,2021,"$7,086,632",18.0,4.8714,"FilmNation Entertainment,Komplizen Film,Shoebox Films,Fabula,Fabula",14.0,117,65.0,83.0,76.0,Biography
Spencer,2021,"$7,086,632",18.0,4.8714,"FilmNation Entertainment,Komplizen Film,Shoebox Films,Fabula,Fabula",14.0,117,65.0,83.0,76.0, Drama
Snake Eyes,2021,"$28,264,325",88.0,11.046,"Paramount Pictures,Metro-Goldwyn-Mayer,di Bonaventura Pictures,Entertainment One,Skydance Media,Hasbro",36.964325,121,54.0,35.0,43.0,Action
Snake Eyes,2021,"$28,264,325",88.0,11.046,"Paramount Pictures,Metro-Goldwyn-Mayer,di Bonaventura Pictures,Entertainment One,Skydance Media,Hasbro",36.964325,121,54.0,35.0,43.0, Adventure
Snake Eyes,2021,"$28,264,325",88.0,11.046,"Paramount Pictures,Metro-Goldwyn-Mayer,di Bonaventura Pictures,Entertainment One,Skydance Media,Hasbro",36.964325,121,54.0,35.0,43.0, Crime
Violent Night,2022,"$50,057,405",20.0,7.814,"87North Productions,Universal Pictures,Original Pictures",75.73491,111,67.0,74.0,55.0,Action
Violent Night,2022,"$50,057,405",20.0,7.814,"87North Productions,Universal Pictures,Original Pictures",75.73491,111,67.0,74.0,55.0, Comedy
Violent Night,2022,"$50,057,405",20.0,7.814,"87North Productions,Universal Pictures,Original Pictures",75.73491,111,67.0,74.0,55.0, Thriller
Love Again,2023,"$6,230,837",9.0,6.7586,"Screen Gems,Thunder Road,2.0 Entertainment",10.0,104,59.0,30.0,32.0,Comedy
Love Again,2023,"$6,230,837",9.0,6.7586,"Screen Gems,Thunder Road,2.0 Entertainment",10.0,104,59.0,30.0,32.0, Drama
Love Again,2023,"$6,230,837",9.0,6.7586,"Screen Gems,Thunder Road,2.0 Entertainment",10.0,104,59.0,30.0,32.0, Romance
The Forever Purge,2021,"$44,539,245",18.0,8.8462,"Blumhouse Productions,Platinum Dunes,Universal Pictures,Man in a Tree Productions,Perfect World Pictures",76.994245,103,54.0,49.0,53.0,Action
The Forever Purge,2021,"$44,539,245",18.0,8.8462,"Blumhouse Productions,Platinum Dunes,Universal Pictures,Man in a Tree Productions,Perfect World Pictures",76.994245,103,54.0,49.0,53.0, Crime
The Forever Purge,2021,"$44,539,245",18.0,8.8462,"Blumhouse Productions,Platinum Dunes,Universal Pictures,Man in a Tree Productions,Perfect World Pictures",76.994245,103,54.0,49.0,53.0, Horror
Retribution,2023,"$6,937,696",20.0,10.0593,"The Picture Company,Ombra Films,StudioCanal,TF1 Films Production,Studio Babelsberg",18.685751,91,53.0,30.0,43.0,Action
Retribution,2023,"$6,937,696",20.0,10.0593,"The Picture Company,Ombra Films,StudioCanal,TF1 Films Production,Studio Babelsberg",18.685751,91,53.0,30.0,43.0, Thriller
The Blackening,2022,"$17,707,207",5.0,2.2926,"MRC,CatchLight Studios,Artists First,Tracy Yvonne Productions,The Story Company,Lionsgate",16.0,97,60.0,87.0,67.0,Comedy
The Blackening,2022,"$17,707,207",5.0,2.2926,"MRC,CatchLight Studios,Artists First,Tracy Yvonne Productions,The Story Company,Lionsgate",16.0,97,60.0,87.0,67.0, Horror
The Blackening,2022,"$17,707,207",5.0,2.2926,"MRC,CatchLight Studios,Artists First,Tracy Yvonne Productions,The Story Company,Lionsgate",16.0,97,60.0,87.0,67.0, Mystery
The Bricklayer,2023,,23.9,5.6013,"Eclectic Pictures,Millennium Media",0.899683,110,52.0,50.0,,Action
The Bricklayer,2023,,23.9,5.6013,"Eclectic Pictures,Millennium Media",0.899683,110,52.0,50.0,, Thriller
Haunted Mansion,2023,"$67,653,287",157.8,9.6471,"Walt Disney Pictures,Rideback",117.44979,123,60.0,38.0,47.0,Comedy
Haunted Mansion,2023,"$67,653,287",157.8,9.6471,"Walt Disney Pictures,Rideback",117.44979,123,60.0,38.0,47.0, Drama
Haunted Mansion,2023,"$67,653,287",157.8,9.6471,"Walt Disney Pictures,Rideback",117.44979,123,60.0,38.0,47.0, Family
Jeepers Creepers: Reborn,2022,"$2,033,057",5.0,7.1416,"Orwo Studios (US),Screen Media Films,Black Hangar Studios,Ink Pine Media,Infinity Films",6.175213,88,26.0,0.0,,Horror
Jeepers Creepers: Reborn,2022,"$2,033,057",5.0,7.1416,"Orwo Studios (US),Screen Media Films,Black Hangar Studios,Ink Pine Media,Infinity Films",6.175213,88,26.0,0.0,, Mystery
Jeepers Creepers: Reborn,2022,"$2,033,057",5.0,7.1416,"Orwo Studios (US),Screen Media Films,Black Hangar Studios,Ink Pine Media,Infinity Films",6.175213,88,26.0,0.0,, Thriller
The Three Musketeers - Part II: Milady,2023,,39.0,6.7246,"Pathé,M6 Films,Constantin Film,ZDF,DeAPlaneta,uMedia,Chapter 2",21.730766,115,64.0,86.0,74.0,Action
The Three Musketeers - Part II: Milady,2023,,39.0,6.7246,"Pathé,M6 Films,Constantin Film,ZDF,DeAPlaneta,uMedia,Chapter 2",21.730766,115,64.0,86.0,74.0, Adventure
The Three Musketeers - Part II: Milady,2023,,39.0,6.7246,"Pathé,M6 Films,Constantin Film,ZDF,DeAPlaneta,uMedia,Chapter 2",21.730766,115,64.0,86.0,74.0, Drama
There's Still Tomorrow,2023,,9.0,2.7892,"Wildside,Vision Distribution,Sky Italia,MiC",50.108853,118,77.0,89.0,,Comedy
There's Still Tomorrow,2023,,9.0,2.7892,"Wildside,Vision Distribution,Sky Italia,MiC",50.108853,118,77.0,89.0,, Drama
Bramayugam,2024,,3.3,1.8064,"Y NOT Studios,Night Shift Studios",10.0,140,78.0,,,Drama
Bramayugam,2024,,3.3,1.8064,"Y NOT Studios,Night Shift Studios",10.0,140,78.0,,, Horror
Bramayugam,2024,,3.3,1.8064,"Y NOT Studios,Night Shift Studios",10.0,140,78.0,,, Thriller
Stree 2: Sarkate Ka Aatank,2024,"$2,570,000",7.05,3.4775,"Maddock Films,Jio Studios",103.009411,143,70.0,57.0,,Comedy
Stree 2: Sarkate Ka Aatank,2024,"$2,570,000",7.05,3.4775,"Maddock Films,Jio Studios",103.009411,143,70.0,57.0,, Horror
Halloween Ends,2022,"$64,079,860",20.0,9.2828,"Universal Pictures,Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",104.374176,111,50.0,40.0,47.0,Drama
Halloween Ends,2022,"$64,079,860",20.0,9.2828,"Universal Pictures,Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",104.374176,111,50.0,40.0,47.0, Horror
Halloween Ends,2022,"$64,079,860",20.0,9.2828,"Universal Pictures,Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",104.374176,111,50.0,40.0,47.0, Mystery
Antlers,2021,"$10,619,670",17.0,6.5297,"Searchlight Pictures,Phantom Four,Double Dare You,Mirada Studio,TSG Entertainment",18.867659,99,59.0,60.0,57.0,Drama
Antlers,2021,"$10,619,670",17.0,6.5297,"Searchlight Pictures,Phantom Four,Double Dare You,Mirada Studio,TSG Entertainment",18.867659,99,59.0,60.0,57.0, Horror
Antlers,2021,"$10,619,670",17.0,6.5297,"Searchlight Pictures,Phantom Four,Double Dare You,Mirada Studio,TSG Entertainment",18.867659,99,59.0,60.0,57.0, Mystery
The Color Purple,2023,"$60,619,191",95.0,9.481,"Warner Bros. Pictures,Harpo Films,Amblin Entertainment,Scott Sanders Productions,Quincy Jones Productions,Domain Entertainment",67.519192,141,68.0,81.0,72.0,Drama
The Color Purple,2023,"$60,619,191",95.0,9.481,"Warner Bros. Pictures,Harpo Films,Amblin Entertainment,Scott Sanders Productions,Quincy Jones Productions,Domain Entertainment",67.519192,141,68.0,81.0,72.0, Musical
Strange World,2022,"$37,968,963",180.0,8.3923,"Walt Disney Pictures,Walt Disney Animation Studios",73.62164,102,57.0,72.0,65.0,Animation
Strange World,2022,"$37,968,963",180.0,8.3923,"Walt Disney Pictures,Walt Disney Animation Studios",73.62164,102,57.0,72.0,65.0, Action
Strange World,2022,"$37,968,963",180.0,8.3923,"Walt Disney Pictures,Walt Disney Animation Studios",73.62164,102,57.0,72.0,65.0, Adventure
The Exorcism,2024,"$4,530,418",22.0,9.1144,"Miramax,Outerbanks Entertainment",12.610418,96,42.0,27.0,46.0,Horror
The Exorcism,2024,"$4,530,418",22.0,9.1144,"Miramax,Outerbanks Entertainment",12.610418,96,42.0,27.0,46.0, Thriller
Skinamarink,2022,"$2,052,272",0.015,3.5586,ERO Picture Company,2.1,100,47.0,74.0,66.0,Horror
Skinamarink,2022,"$2,052,272",0.015,3.5586,ERO Picture Company,2.1,100,47.0,74.0,66.0, Mystery
The Book of Clarence,2023,"$6,132,813",40.0,6.0279,"Legendary Pictures,Kilburn Lane",6.20523,129,57.0,66.0,57.0,Adventure
The Book of Clarence,2023,"$6,132,813",40.0,6.0279,"Legendary Pictures,Kilburn Lane",6.20523,129,57.0,66.0,57.0, Comedy
The Book of Clarence,2023,"$6,132,813",40.0,6.0279,"Legendary Pictures,Kilburn Lane",6.20523,129,57.0,66.0,57.0, Drama
Ruby Gillman: Teenage Kraken,2023,"$15,753,600",70.0,7.4847,DreamWorks Animation,46.247409,91,57.0,66.0,50.0,Animation
Ruby Gillman: Teenage Kraken,2023,"$15,753,600",70.0,7.4847,DreamWorks Animation,46.247409,91,57.0,66.0,50.0, Comedy
Ruby Gillman: Teenage Kraken,2023,"$15,753,600",70.0,7.4847,DreamWorks Animation,46.247409,91,57.0,66.0,50.0, Romance
Clerks III,2022,"$4,663,106",7.0,4.7879,"View Askew Productions,BondIt Media Capital,Lionsgate,TPC",4.717597,100,62.0,63.0,50.0,Comedy
Clerks III,2022,"$4,663,106",7.0,4.7879,"View Askew Productions,BondIt Media Capital,Lionsgate,TPC",4.717597,100,62.0,63.0,50.0, Drama
The Mouse Trap,2024,,0.8,5.5919,"Into Frame Productions,Bailey Phillips Productions,Gravitas Ventures,MM TRAP",0.005737,80,25.0,,,Comedy
The Mouse Trap,2024,,0.8,5.5919,"Into Frame Productions,Bailey Phillips Productions,Gravitas Ventures,MM TRAP",0.005737,80,25.0,,, Horror
The Mouse Trap,2024,,0.8,5.5919,"Into Frame Productions,Bailey Phillips Productions,Gravitas Ventures,MM TRAP",0.005737,80,25.0,,, Thriller
Coup de Chance,2023,,10.0,2.5867,"Gravier Productions,Perdido Productions,Dippermouth,Petite Fleur Productions",3.767399,96,64.0,83.0,,Comedy
Coup de Chance,2023,,10.0,2.5867,"Gravier Productions,Perdido Productions,Dippermouth,Petite Fleur Productions",3.767399,96,64.0,83.0,, Crime
Coup de Chance,2023,,10.0,2.5867,"Gravier Productions,Perdido Productions,Dippermouth,Petite Fleur Productions",3.767399,96,64.0,83.0,, Drama
The Fire Inside,2024,"$8,093,190",12.0,11.2228,"Metro-Goldwyn-Mayer,Michael De Luca Productions,PASTEL",8.104331,109,,93.0,79.0,Biography
The Fire Inside,2024,"$8,093,190",12.0,11.2228,"Metro-Goldwyn-Mayer,Michael De Luca Productions,PASTEL",8.104331,109,,93.0,79.0, Drama
The Fire Inside,2024,"$8,093,190",12.0,11.2228,"Metro-Goldwyn-Mayer,Michael De Luca Productions,PASTEL",8.104331,109,,93.0,79.0, Sport
Marcel the Shell with Shoes On,2021,"$6,333,702",6.0,7.3017,"Cinereach,Chiodo Bros. Productions,You Want I Should,Human Woman,Sunbeam TV & Films",6.909209,90,76.0,98.0,80.0,Animation
Marcel the Shell with Shoes On,2021,"$6,333,702",6.0,7.3017,"Cinereach,Chiodo Bros. Productions,You Want I Should,Human Woman,Sunbeam TV & Films",6.909209,90,76.0,98.0,80.0, Comedy
Marcel the Shell with Shoes On,2021,"$6,333,702",6.0,7.3017,"Cinereach,Chiodo Bros. Productions,You Want I Should,Human Woman,Sunbeam TV & Films",6.909209,90,76.0,98.0,80.0, Drama
"Confess, Fletch",2022,"$538,842",20.0,5.9139,Miramax,0.5,99,64.0,86.0,64.0,Comedy
"Confess, Fletch",2022,"$538,842",20.0,5.9139,Miramax,0.5,99,64.0,86.0,64.0, Crime
"Confess, Fletch",2022,"$538,842",20.0,5.9139,Miramax,0.5,99,64.0,86.0,64.0, Mystery
Cry Macho,2021,"$10,310,734",33.0,2.8187,"Malpaso Productions,ASR Productions,Warner Bros. Pictures",16.510734,104,57.0,58.0,58.0,Drama
After Ever Happy,2022,"$1,072,750",14.0,13.5388,"Voltage Pictures,Wattpad,Vertical,Ethea Entertainment,CalMaple Films",19.238073,95,47.0,0.0,,Drama
After Ever Happy,2022,"$1,072,750",14.0,13.5388,"Voltage Pictures,Wattpad,Vertical,Ethea Entertainment,CalMaple Films",19.238073,95,47.0,0.0,, Romance
Medieval,2022,"$1,374,325",23.0,4.3353,"R.U. Robot Studios,JBJ Film,Elevated Films,Double Tree Entertainment",4.311284,126,59.0,39.0,46.0,Action
Medieval,2022,"$1,374,325",23.0,4.3353,"R.U. Robot Studios,JBJ Film,Elevated Films,Double Tree Entertainment",4.311284,126,59.0,39.0,46.0, Drama
Medieval,2022,"$1,374,325",23.0,4.3353,"R.U. Robot Studios,JBJ Film,Elevated Films,Double Tree Entertainment",4.311284,126,59.0,39.0,46.0, History
The Teacher,2023,,3.0,0.8395,"Cocoon Films,Native Liberty Productions,Philistine Films,Metafora Production,Wild Bunch",0.057251,118,,82.0,,Drama
Reminiscence,2021,"$3,900,193",68.0,7.7496,"FilmNation Entertainment,Michael De Luca Productions,Kilter Films,Warner Bros. Pictures",18.717947,116,59.0,37.0,46.0,Mystery
Reminiscence,2021,"$3,900,193",68.0,7.7496,"FilmNation Entertainment,Michael De Luca Productions,Kilter Films,Warner Bros. Pictures",18.717947,116,59.0,37.0,46.0, Romance
Reminiscence,2021,"$3,900,193",68.0,7.7496,"FilmNation Entertainment,Michael De Luca Productions,Kilter Films,Warner Bros. Pictures",18.717947,116,59.0,37.0,46.0, Sci-Fi
Halloween Kills,2021,"$92,002,155",20.0,8.3862,"Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",133.423964,105,55.0,39.0,42.0,Action
Halloween Kills,2021,"$92,002,155",20.0,8.3862,"Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",133.423964,105,55.0,39.0,42.0, Drama
Halloween Kills,2021,"$92,002,155",20.0,8.3862,"Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",133.423964,105,55.0,39.0,42.0, Horror
Imaginary,2024,"$28,009,161",13.0,4.8999,"Blumhouse Productions,Tower of Babble Entertainment,Lionsgate",43.787034,104,47.0,24.0,34.0,Horror
Imaginary,2024,"$28,009,161",13.0,4.8999,"Blumhouse Productions,Tower of Babble Entertainment,Lionsgate",43.787034,104,47.0,24.0,34.0, Mystery
Imaginary,2024,"$28,009,161",13.0,4.8999,"Blumhouse Productions,Tower of Babble Entertainment,Lionsgate",43.787034,104,47.0,24.0,34.0, Thriller
Devotion,2022,"$20,511,938",90.0,6.6717,"Black Label Media,STXfilms",20.0,139,66.0,81.0,66.0,Action
Devotion,2022,"$20,511,938",90.0,6.6717,"Black Label Media,STXfilms",20.0,139,66.0,81.0,66.0, Biography
Devotion,2022,"$20,511,938",90.0,6.6717,"Black Label Media,STXfilms",20.0,139,66.0,81.0,66.0, Drama
The Shift,2023,"$12,118,219",6.5,1.7146,"Nook Lane Entertainment,Pinnacle Peak Pictures",12.238643,113,55.0,34.0,,Action
The Shift,2023,"$12,118,219",6.5,1.7146,"Nook Lane Entertainment,Pinnacle Peak Pictures",12.238643,113,55.0,34.0,, Romance
The Shift,2023,"$12,118,219",6.5,1.7146,"Nook Lane Entertainment,Pinnacle Peak Pictures",12.238643,113,55.0,34.0,, Sci-Fi
Music,2021,,16.0,3.7966,"Atlantic Films,Pineapple Lasagne Productions,Landay Entertainment",0.645949,107,32.0,7.0,23.0,Drama
Music,2021,,16.0,3.7966,"Atlantic Films,Pineapple Lasagne Productions,Landay Entertainment",0.645949,107,32.0,7.0,23.0, Musical
Music,2021,,16.0,3.7966,"Atlantic Films,Pineapple Lasagne Productions,Landay Entertainment",0.645949,107,32.0,7.0,23.0, Thriller
Detective Knight: Independence,2023,,2.0,1.5046,"Arcana Studio,308 Enterprises,BondIt Media Capital,Buffalo 8",0.036171,92,34.0,60.0,,Action
Detective Knight: Independence,2023,,2.0,1.5046,"Arcana Studio,308 Enterprises,BondIt Media Capital,Buffalo 8",0.036171,92,34.0,60.0,, Crime
Detective Knight: Independence,2023,,2.0,1.5046,"Arcana Studio,308 Enterprises,BondIt Media Capital,Buffalo 8",0.036171,92,34.0,60.0,, Mystery
Consent,2023,,3.7,5.2135,"Moana Films,Windy Production,Panache Productions,La Compagnie Cinématographique,France 2 Cinéma,RTBF,Les films du Monsieur,Canal+,Ciné+,BeTV,VOO,France Télévisions,Eurimages,Proximus,CNC,SofiTVCiné 10,La Région Île-de-France",4.710394,119,,,,Biography
Consent,2023,,3.7,5.2135,"Moana Films,Windy Production,Panache Productions,La Compagnie Cinématographique,France 2 Cinéma,RTBF,Les films du Monsieur,Canal+,Ciné+,BeTV,VOO,France Télévisions,Eurimages,Proximus,CNC,SofiTVCiné 10,La Région Île-de-France",4.710394,119,,,, Drama
Vikram,2022,"$1,770,000",15.354648,3.3426,Raajkamal Films International,54.172014,174,83.0,59.0,,Action
Vikram,2022,"$1,770,000",15.354648,3.3426,Raajkamal Films International,54.172014,174,83.0,59.0,, Crime
Vikram,2022,"$1,770,000",15.354648,3.3426,Raajkamal Films International,54.172014,174,83.0,59.0,, Thriller
Flee,2021,"$339,754",3.4,4.0088,"Final Cut for Real,Vivement lundi !,Sun Creature,Participant,MostFilm,Mer Film,VPRO,Vice Studios,RYOT Films,Left Handed Films,ARTE",0.712229,89,79.0,98.0,91.0,Documentary
Flee,2021,"$339,754",3.4,4.0088,"Final Cut for Real,Vivement lundi !,Sun Creature,Participant,MostFilm,Mer Film,VPRO,Vice Studios,RYOT Films,Left Handed Films,ARTE",0.712229,89,79.0,98.0,91.0, Animation
Flee,2021,"$339,754",3.4,4.0088,"Final Cut for Real,Vivement lundi !,Sun Creature,Participant,MostFilm,Mer Film,VPRO,Vice Studios,RYOT Films,Left Handed Films,ARTE",0.712229,89,79.0,98.0,91.0, Biography
"Miraculous: Ladybug & Cat Noir, the Movie",2023,,86.0,16.8536,"The Awakening Production,SND,Fantawild,Zag Animation Studios,ON Animation Studios",40.208268,107,61.0,54.0,,Animation
"Miraculous: Ladybug & Cat Noir, the Movie",2023,,86.0,16.8536,"The Awakening Production,SND,Fantawild,Zag Animation Studios,ON Animation Studios",40.208268,107,61.0,54.0,, Action
"Miraculous: Ladybug & Cat Noir, the Movie",2023,,86.0,16.8536,"The Awakening Production,SND,Fantawild,Zag Animation Studios,ON Animation Studios",40.208268,107,61.0,54.0,, Adventure
The Crime Is Mine,2023,"$122,083",13.7,3.293,"FOZ,Gaumont,Playtime,Mandarin & Compagnie,SCOPE Pictures,France 2 Cinéma",10.436638,103,65.0,98.0,74.0,Comedy
The Crime Is Mine,2023,"$122,083",13.7,3.293,"FOZ,Gaumont,Playtime,Mandarin & Compagnie,SCOPE Pictures,France 2 Cinéma",10.436638,103,65.0,98.0,74.0, Crime
Restore Point,2023,,2.0,1.2108,"DNA Production,Film Kolektiv,Film Produkcja Features,Mali Budo,Česká televize",0.821731,114,62.0,95.0,75.0,Crime
Restore Point,2023,,2.0,1.2108,"DNA Production,Film Kolektiv,Film Produkcja Features,Mali Budo,Česká televize",0.821731,114,62.0,95.0,75.0, Drama
Restore Point,2023,,2.0,1.2108,"DNA Production,Film Kolektiv,Film Produkcja Features,Mali Budo,Česká televize",0.821731,114,62.0,95.0,75.0, Sci-Fi
The Braid,2023,,8.5,3.7437,"France 2 Cinéma,Forum Films,La Compagnie Cinématographique,Panache Productions,La Fabrique Films,SND,Curiosa Films,Moana Films,Indigo Film,Proximus,VOO,Téléfilm Canada,SODEC,Canal+,France Télévisions,RAI,Apulia Film Commission,Canada Media Fund | Fonds des médias du Canada,Tax Shelter du Gouvernement Fédéral Belge,BeTV",9.235757,121,72.0,,,Drama
Alice,2022,"$373,043",19.5,3.4819,"Steel Springs Pictures,Vertical,Roadside Attractions",0.373043,100,56.0,29.0,47.0,Crime
Alice,2022,"$373,043",19.5,3.4819,"Steel Springs Pictures,Vertical,Roadside Attractions",0.373043,100,56.0,29.0,47.0, Drama
Alice,2022,"$373,043",19.5,3.4819,"Steel Springs Pictures,Vertical,Roadside Attractions",0.373043,100,56.0,29.0,47.0, Thriller
Ulajh,2024,,4.3,2.6213,"UPL UK,Junglee Pictures",1.1,134,60.0,33.0,,Crime
Ulajh,2024,,4.3,2.6213,"UPL UK,Junglee Pictures",1.1,134,60.0,33.0,, Drama
Ulajh,2024,,4.3,2.6213,"UPL UK,Junglee Pictures",1.1,134,60.0,33.0,, Thriller
Shaitaan,2024,,7.8,2.2761,"Ajay Devgn FFilms,Panorama Studios,Jio Studios",9.6,132,65.0,40.0,,Drama
Shaitaan,2024,,7.8,2.2761,"Ajay Devgn FFilms,Panorama Studios,Jio Studios",9.6,132,65.0,40.0,, Horror
Shaitaan,2024,,7.8,2.2761,"Ajay Devgn FFilms,Panorama Studios,Jio Studios",9.6,132,65.0,40.0,, Thriller
Boléro,2024,,12.9,1.082,"Ciné-@,Cinéfrance Studios,F Comme Film,France 2 Cinéma,Artémis Productions",3.33732,120,66.0,,,Biography
Boléro,2024,,12.9,1.082,"Ciné-@,Cinéfrance Studios,F Comme Film,France 2 Cinéma,Artémis Productions",3.33732,120,66.0,,, Drama
Boléro,2024,,12.9,1.082,"Ciné-@,Cinéfrance Studios,F Comme Film,France 2 Cinéma,Artémis Productions",3.33732,120,66.0,,, Music
Hi Nanna,2023,,7.819,2.7345,Vyra Entertainments,9.184966,155,82.0,100.0,,Drama
Hi Nanna,2023,,7.819,2.7345,Vyra Entertainments,9.184966,155,82.0,100.0,, Family
Hi Nanna,2023,,7.819,2.7345,Vyra Entertainments,9.184966,155,82.0,100.0,, Romance
Pathaan,2023,"$17,487,476",29.0,5.1407,"Yash Raj Films,Pathaan Productions,Palma Pictures,FPS Productions,NSA Picture,ODU Movies",130.0,146,58.0,82.0,47.0,Action
Pathaan,2023,"$17,487,476",29.0,5.1407,"Yash Raj Films,Pathaan Productions,Palma Pictures,FPS Productions,NSA Picture,ODU Movies",130.0,146,58.0,82.0,47.0, Adventure
Pathaan,2023,"$17,487,476",29.0,5.1407,"Yash Raj Films,Pathaan Productions,Palma Pictures,FPS Productions,NSA Picture,ODU Movies",130.0,146,58.0,82.0,47.0, Thriller
Satan's Slaves 2: Communion,2022,,0.9,3.9374,"Rapi Films,Sky Media,Brown Entertainment,Come and See Pictures",5.909528,119,67.0,100.0,,Drama
Satan's Slaves 2: Communion,2022,,0.9,3.9374,"Rapi Films,Sky Media,Brown Entertainment,Come and See Pictures",5.909528,119,67.0,100.0,, Horror
Satan's Slaves 2: Communion,2022,,0.9,3.9374,"Rapi Films,Sky Media,Brown Entertainment,Come and See Pictures",5.909528,119,67.0,100.0,, Mystery
Hunt,2022,"$25,994",17.0,5.2557,"Sanai Pictures,Artist Studio",0.025994,131,67.0,67.0,55.0,Action
Hunt,2022,"$25,994",17.0,5.2557,"Sanai Pictures,Artist Studio",0.025994,131,67.0,67.0,55.0, Drama
Hunt,2022,"$25,994",17.0,5.2557,"Sanai Pictures,Artist Studio",0.025994,131,67.0,67.0,55.0, Mystery
Kantara,2022,,1.934,5.025,Hombale Films,60.4478,147,82.0,83.0,,Action
Kantara,2022,,1.934,5.025,Hombale Films,60.4478,147,82.0,83.0,, Adventure
Kantara,2022,,1.934,5.025,Hombale Films,60.4478,147,82.0,83.0,, Drama
Saripodhaa Sanivaaram,2024,,6.503911,2.0057,DVV Entertainment,11.825293,172,70.0,,,Action
Saripodhaa Sanivaaram,2024,,6.503911,2.0057,DVV Entertainment,11.825293,172,70.0,,, Thriller
Emergency Declaration,2021,"$412,196",18.052672,5.8478,"CJeS Studios,MAGNUM9,Cine Joo,Dexter Studios,Showbox",19.2,140,68.0,66.0,70.0,Action
Emergency Declaration,2021,"$412,196",18.052672,5.8478,"CJeS Studios,MAGNUM9,Cine Joo,Dexter Studios,Showbox",19.2,140,68.0,66.0,70.0, Drama
